knowninhib_name,knowninhib_smiles,genmol_name,genmol_smiles,simil,cinfony-simil
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4af3_58_ligand.sdf,CC12CC3CC3C34CC3(C)C4C1C2C1(O)C2CCCOC21,0.055,0.06707317073170732
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4af3_58_ligand.sdf,CC12CC3CC3C34CC3(C)C4C1C2C1(O)C2CCCOC21,0.072,0.06334841628959276
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4af3_58_ligand.sdf,CC12CC3CC3C34CC3(C)C4C1C2C1(O)C2CCCOC21,0.051,0.052132701421800945
barasertib-hQPA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.025,0.15384615384615385
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.024,0.10077519379844961
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.02,0.08866995073891626
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.051,0.10285714285714286
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.035,0.10869565217391304
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.0,0.11180124223602485
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.052,0.12804878048780488
SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.047,0.0821917808219178
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.024,0.14285714285714285
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.05,0.12195121951219512
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.063,0.14444444444444443
BX-795,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.018,0.09090909090909091
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.037,0.12716763005780346
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.018,0.1210762331838565
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.039,0.12626262626262627
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.058,0.13658536585365855
compound 1 [PMID: 21742770],COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.042,0.11764705882352941
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.055,0.20134228187919462
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.039,0.09278350515463918
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.056,0.1382488479262673
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.018,0.10752688172043011
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.027,0.09696969696969697
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.035,0.125
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.03,0.07926829268292683
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.02,0.0761904761904762
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.009,0.15508021390374332
cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.028,0.11176470588235295
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.066,0.12280701754385964
TAK-632,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.043,0.1036036036036036
ibcasertib,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.039,0.11504424778761062
NIK inhibitor 12f,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.065,0.1076923076923077
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.042,0.17197452229299362
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.064,0.09417040358744394
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4af3_54_ligand.sdf,COC1(C23CC2N3)COC1,0.058,0.12682926829268293
barasertib-hQPA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.04,0.09836065573770492
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.05,0.16279069767441862
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.016,0.08984375
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.045,0.10087719298245613
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.03,0.07653061224489796
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.019,0.06756756756756757
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.04,0.11467889908256881
SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.036,0.09665427509293681
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.044,0.1015625
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.044,0.11627906976744186
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.051,0.14285714285714285
BX-795,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.031,0.08713692946058091
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.043,0.1145374449339207
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.037,0.09608540925266904
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.062,0.1285140562248996
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.067,0.0898876404494382
compound 1 [PMID: 21742770],COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.04,0.1324200913242009
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.053,0.09722222222222222
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.044,0.08870967741935484
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.059,0.10108303249097472
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.054,0.0954356846473029
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.042,0.07657657657657657
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.036,0.11895910780669144
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.045,0.0730593607305936
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.033,0.07575757575757576
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.037,0.09163346613545817
cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.055,0.14351851851851852
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.053,0.13122171945701358
TAK-632,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.063,0.10989010989010989
ibcasertib,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.044,0.07602339181286549
NIK inhibitor 12f,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.031,0.0873015873015873
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.04,0.09502262443438914
tinengotinib,Cc1n[nH]c2c1N=C(c1ccccc1Cl)c1cnc(N3CCOCC3)cc1N2,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.04,0.08633093525179857
VIC 1911,Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,4af3_103_ligand.sdf,C=NC(CCC(C)CC1C2CC(C1C(=C)C)C13C[As](C1CC2CCOO)C3CC1OC1CC(=C)C12CC1(C)O2)PO,0.055,0.0946969696969697
barasertib-hQPA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.039,0.07692307692307693
KW-2449,O=C(c1ccc(/C=C/c2[nH]nc3ccccc23)cc1)N1CCNCC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.062,0.06666666666666667
MLN-8054,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.062,0.05612244897959184
tozasertib,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.062,0.10493827160493827
aurora kinase inhibitor II,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.034,0.07751937984496124
JNJ-7706621,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.065,0.08552631578947369
Cdk2 inhibitor IV,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.063,0.11764705882352941
SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.025,0.07729468599033816
barasertib,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.038,0.07692307692307693
danusertib,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.037,0.07462686567164178
AT-9283,O=C(NC1=CNN/C1=C1/N=c2ccc(CN3CCOCC3)cc2=N1)NC1CC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.055,0.06077348066298342
BX-795,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.05,0.08571428571428572
GSK2334470,CNc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2C[C@@H](C(=O)NC3CCCCC3)CC[C@H]2C)n1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.05,0.12422360248447205
AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.021,0.05829596412556054
MK-5108,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.085,0.11170212765957446
compound 25 [PMID: 20855207],Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@H](C)O[C@H](C)C3)ns2)n1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.021,0.052884615384615384
compound 1 [PMID: 21742770],COc1ccc(-n2ncc3ccc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)cc1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.015,0.09316770186335403
ZM447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.057,0.08552631578947369
hesperadin,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.061,0.07608695652173914
compound 46 [PMID: 16451062],COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.057,0.08372093023255814
GSK1070916,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.05,0.07865168539325842
compound 10 [PMID: 19402633],CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.056,0.07051282051282051
compound 38 [PMID: 20817473],O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.049,0.07009345794392523
dubermatinib,CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.03,0.04487179487179487
SNS-314,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.038,0.0707070707070707
ilorasertib,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.066,0.08602150537634409
cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.075,0.1437908496732026
GSK2646264,COc1cccc(OCc2cc(C)ccn2)c1C1=CC2CCNCCC2C=C1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.031,0.07878787878787878
TAK-632,N#Cc1c(Oc2ccc(F)c(NC(=O)Cc3cccc(C(F)(F)F)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.055,0.08962264150943396
ibcasertib,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.061,0.06666666666666667
NIK inhibitor 12f,CC(O)(C#Cc1ccc(N2CCOCC2)c(Nc2ncnc3[nH]ccc23)c1)c1nccs1,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.028,0.052083333333333336
XMD-12,CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCC(O)CC4)cc3)ncc21,4af3_57_ligand.sdf,NCCCC1CC1CC1CC2C1C1CC3CC31C2C(=O)O,0.031,0.11842105263157894
